ID number,Both lab,# Country/project,Training,Category,"A (MY FS), B (MY O), C (ST)",A1_DonorName,A2_Agency,A3_DonorCat,Program,A4_Project,A5_Statement,A6_Keywords,A7_ImplOrg,A8_ImplCat,A9_ANGOLA,A9_BENIN,A9_BOTSWANA,A9_BURKINA FASO,A9_BURUNDI,A9_CABO VERDE,A9_CAMEROON,A9_CAR,A9_CHAD,A9_COMOROS,A9_CONGO,A9_COTE D'IVOIRE,A9_DRC,A9_DJIBOUTI,A9_EQ GUINEA,A9_ERITREA,A9_ETHIOPIA,A9_GABON,A9_GAMBIA,A9_GHANA,A9_GUINEA,A9_GUINEA-BISSAU,A9_KENYA,A9_LESOTHO,A9_LIBERIA,A9_MADAGASCAR,A9_MALAWI,A9_MALI,A9_MAURITANIA,A9_MAURITIUS,A9_MOZAMBIQUE,A9_NAMIBIA,A9_NIGER,A9_NIGERIA,A9_RWANDA,A9_SAO TOME AND PRINCIPE,A9_SENEGAL,A9_SEYCHELLES,A9_SIERRA LEONE,A9_SOMALIA,A9_SOUTH AFRICA,A9_SOUTH SUDAN,A9_SUDAN,A9_SWAZILAND,A9_TOGO,A9_UGANDA,A9_TANZANIA,A9_ZAMBIA,A9_ZIMBABWE,A9a_Level ,A10_REC,A10_REC2,A11_YearInit,A12_YearEnd,A13_TimeFrame,A14_LimitedRequest,A15_OtherCharacteristics,B1_Project focus,B2_Purpose_P,B3_Purpose_S,B4_Activity_1,B4_Activity_2,B4_Activity_3,B4_Activity_4,B4_Activity_5,B4_Activity_6,B4_Activity_7,B4_Activity_8,B4_Activity_9,B4_Activity_10,B4_Activity_11,B4_Activity_12,B4_Activity_13,B4_Activity_14,B4_Activity_15,B4_Activity_16,B4_Activity_17,B5_MarketFocus,B6_InformalMarkets,C1_HazardCat_Mycotoxins,C1_HazardCat_Microbiological,C1_HazardCat_NatChemical,C1_HazardCat_ManChem,C1_HazardCat_Unspecified,C2_HazardName,C3_CommodityCat_1 ,C3_CommodityCat_2,C3_CommodityCat_3,C3_CommodityCat_4,C3_CommodityCat_5,C3_CommodityCat_6,C3_CommodityCat_7,C3_CommodityCat_8,C3_CommodityCat_9,C3_CommodityCat_10,C3_CommodityCat_11Unspecified,C4_CommodityName,C5_ValueChain,D1_VCParticipantsNames,D2_VCPart_1,D2_VCPart_2,D2_VCPart_3,D2_VCPart_4,D2_VCPart_5,D2_VCPart_6,D2_VCPart_9,D3_DonorPartNames,D4_DonorP_1,D4_DonorP_2,D4_DonorP_3,D4_DonorP_4,D4_DonorP_5,D4_DonorP_6,D4_DonorP_7,D4_DonorP_8,D4_DonorP_9,D5_Non-DonorPartNames,D6_Non-DonorP_1,D6_Non-DonorP_2,D6_Non-DonorP_3,D6_Non-DonorP_4,D6_Non-DonorP_5,D6_Non-DonorP_6,D6_Non-DonorP_7,D6_Non-DonorP_9,E1_Total_Budget,E2_FSBudget,E3_BudgetCat,Running in 2010,Running in 2011,Running in 2012,Running in 2013,Running in 2014,Running in 2015,Running in 2016,Running in 2017,Long-term project,Short-term project/TA
Japan-6,0,1,1,1,C,Japan,JICA,2,,Food Safety Seminar for Food Safety Policy Making and Management ,Food Safety Seminar for Food Safety Policy Making and Management ,policy; management,JICA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9,9,2013,2013,2,9,5,1,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,Government of Swaziland,1,0,0,0,0,0,0,0,.,.,.,0,0,0,1,0,0,0,0,0,1
Japan-7,1,1,0,1,C,Japan,JICA,2,,Training: Strengthening the Capacity of the Quality Control Company Limited Laboratory on Pesticide Residue Analysis (PRA),Training to enhance the skills of the Quality Control Company Limited (QCCL) Laboratory technicians to enable them conduct pesticide residue analysis on cacao specifically using the Gas Chromatograph Mass Spectrometry (GCMS) and High Performance Liquid Chromatography (HPLC).,pesticides; residues; cacao,JICA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2013,2013,3,9,5,3,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,1,0,0,0,cacao,"cacao, chocolate for human consumption",.,0,0,0,0,0,0,1,Chocolate Cocoa Association of Japan (CCAJ),0,0,0,0,1,0,0,0,0,Quality Control Company Limited (QCCL); COCOBOD,0,0,1,0,0,0,0,0,.,.,.,0,0,0,1,0,0,0,0,0,1
Japan-8,0,2,1,1,C,Japan,JICA,2,Knowledge Co-Creation Program,Training: Local Industry Development through the Enhancement of Hygiene and Quality Management for Animal-Sourced Foods,"Focuses on food hygiene and quality control in the production process of animal-sourced foods: the production process in this course refers to the stage after slaughter/milking. Targeted livestock are cattle, swine and poultry. Targeted products are meat, milk and eggs. This course is designed for countries which have necessary infrastructure of animal-sourced foods industry.",livestock; meat; milk; eggs; animal products; animal sourced-food; HACCP,Obihiro University of Agriculture and Veterinary Medicine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,9,2014,2015,4,2,5,1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,microbiological   ,0,0,1,0,1,0,0,0,0,0,0,"meat, milk, eggs","meat, milk, eggs for human consumption",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,governments,1,0,0,0,0,0,0,0,.,.,.,0,0,0,0,1,1,0,0,0,1
Japan-9,0,1,1,2,B,Japan,JICA,2,,Project: Reinforcement of Sesame Production (TCP),Project: Food Safety project for Reinforcement of Sesame Production,sesame,JICA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2014,2019,.,.,.,1,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,"aflatoxin, fumonism",0,0,0,0,0,1,0,0,0,0,0,sesame seeds,sesame seeds,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,6398500,.,6,0,0,0,0,1,1,1,1,1,0
Luxembourg-1,0,1,1,1,A,Luxembourg,Cooperation Office of the Ministry of Foreign Affairs (Embassy of Luxembourg),2,,"Strengthen food safety surveillance, early warning and preparedness for response to food safety emergencies in the UEMOA region and national implementation in Senegal (I)","Prevent, prepare for and respond to emergencies threatening the food chain in the West African Economic and Monetary Union. Support is focused on strengthening capacity in the area of surveillance and early warning, enabling countries to prevent incidents that do occur from escalating to emergency situations (pilot project).",surveillance,FAO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,2015,2017,.,.,.,1,4,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,FAO,1,0,0,0,0,0,0,0,0,Government of Senegal  ,1,0,0,0,0,0,0,0,492585,492585,3,0,0,0,0,0,1,1,1,1,0
Luxembourg-2,0,2,1,1,A,Luxembourg,Cooperation Office of the Ministry of Foreign Affairs (Embassy of Luxembourg),2,,Crisis management and food safety with implementation in Senegal and Burkina Faso (follow-up project to Strengthen Food Safety),Crisis management and food safety with implementation in Senegal and Burkina Faso,,FAO,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2018,2020,.,.,.,1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,1173708.85,1173708.85,5,0,0,0,0,0,0,0,0,1,0
McKnight-1,0,1,0,1,A,McKnight Foundation,.,3,,Mapping of aflatoxin contamination of groundnuts and products in Malawi ,"To assess levels of contamination of aflatoxins in ground nuts produced, stored and consumed in rural households in Malawi.",aflatoxin; groundnut,ICRISAT; NASFAM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2009,2012,.,.,.,1,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,.,.,.,1,1,1,0,0,0,0,0,1,0
McKnight-2,1,2,0,2,B,McKnight Foundation,.,3,,Improving post-harvest value-chain technology in groundnuts,"To identify major challenges faced during the harvesting and post-harvesting processes of groundnuts in order to develop technologies that will address yield losses in both quality and quantity but also reduce labor. To achieve marked reduction in post-harvest losses of groundnuts and increased quality (physical, aflatoxin infection, marketable value) and measurable improvements in nutrition of children under five.",aflatoxin; groundnut,ICRISAT; NASFAM; Sokoine University of Agriculture,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,9,2009,2012,.,.,.,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,.,.,.,1,1,1,0,0,0,0,0,1,0
McKnight-3,0,1,0,2,B,McKnight Foundation,.,3,,"Improving groundnut varieties for yield and adaptation, human health and nutrition: Tanzania","Improving groundnut varieties for yield and adaptation, human health and nutrition: includes breeding for low aflatoxin levels and improving field management practices ",aflatoxin; groundnut,Naliendele Agricultural Research Institute,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,9,2010,2013,.,.,.,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,"Department of Research & Development, Tanzania; Sokoine University, Tanzania",1,1,0,0,0,0,0,0,.,.,.,1,1,1,1,0,0,0,0,1,0
McKnight-4,0,1,0,2,B,McKnight Foundation,.,3,,"Improving groundnut varieties for yield and adaptation, human health and nutrition: Malawi","Improving groundnut varieties for yield and adaptation, human health and nutrition. Includes developing education materials and links to policy makers ",aflatoxin; groundnut,ICRISAT; NARS; NASFAM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2010,2013,.,.,.,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,"Kamuzu Central Hospital, Malawi",0,0,1,0,0,0,0,0,.,.,.,1,1,1,1,0,0,0,0,1,0
McKnight-5,0,2,0,1,A,McKnight Foundation,.,3,,"Groundnut variety improvement for yield and adaptation, human health and nutrition: includes breeding for low aflatoxin and field management practices ",To address productivity constraints by further varietal development leading to the release of new disease-resistant varieties with tolerance to drought and resistance to colonization by the fungus (Aspergillus) that produces aflatoxin.,aflatoxin; groundnut,ICRISAT; NARS; NASFAM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2010,2012,.,.,.,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,.,.,.,1,1,1,0,0,0,0,0,1,0
McKnight-6,0,1,0,1,A,McKnight Foundation,.,3,,Analyzing groundnut markets and the impact of aflatoxins on trade ,To analyze groundnut markets and the impact of aflatoxins on trade (NRI PhD studentship).,aflatoxin; groundnut,NRI (PhD studentship),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2010,2013,.,.,.,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut for human consumption,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,.,.,.,1,1,1,1,0,0,0,0,1,0
McKnight-7,0,2,0,1,A,McKnight Foundation,.,3,,Innovative Communication Media and Methods for More Effective Aflatoxin Mitigation in Groundnut (ICMM),"To assess the role of communication in influencing the process of change that leads from awareness to understanding, to desirable, sustainable action to reduce aflatoxin exposure in these countries. The project used an informal Learning Alliance Approach and also tested the effectiveness of leaflets, radio and video in increasing awareness and understanding on aflatoxin mitigation and management.",aflatoxin; groundnut,Danish Management; ICRISAT; Naliendele Agricultural Research Institute,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,9,2012,2014,.,.,.,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut,consumers,0,0,0,0,1,0,0,.,0,0,0,0,0,0,0,0,1,"ICRISAT; Naliendele Agricultural Research Institute (NARI), LIMAS, Danish Management, Malawi Ministry of Trade & Industry, Ministry of Agriculture, Rural Oriented Sustainable Development Organization (ROSDO), Small-scale Industries Development Organization (SIDO)",1,0,1,0,0,0,0,1,234000,234000,3,0,0,1,1,1,0,0,0,1,0
McKnight-8,0,2,0,1,A,McKnight Foundation,.,3,,"New varieties and management systems to improve productivity, food security and safety and market competitiveness ","To tackle aflatoxin contamination earlier work will be completed through variety release, promotion and improvement of nutrition quality. Sustainable intensification approaches will be used to increase productivity, stabilize yields and provide agro-ecological services. Strengthening management of aflatoxin though better diagnosis and training will be done. Over 300,000 households are targeted.",aflatoxin; groundnut; research,ICRISAT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,9,2014,2018,.,.,.,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut,smallholder farmers,1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"International Crops Research Ins tute for the Semi-Arid Tropics (ICRISAT); National Smallholder Farmers’ Association of Malawi (NASFAM) – Malawi; Kamuzu Central Hospital (KCH), Ministry of Health-Malawi; Department of Agriculture, Ekwendeni Mission Hospital-Malawi; Department of Research and Training (DRT) of the Ministry of Agriculture and Food Security – Tanzania and Sokoine University of Agriculture (SUA)-Tanzania",1,1,1,0,0,0,0,0,762000,762000,4,0,0,0,0,1,1,1,1,1,0
McKnight-9,0,2,0,1,A,McKnight Foundation,.,3,,"Research on push-pull, a novel cropping system utilizing two companion plants has potential to provide striga, stem borer, and aflatoxin control ",To investigate the co-relation of stem borer attacks and maize companion plants on aflatoxin in the soil.,aflatoxin; groundnut,"International Centre of Insect Physiology and Ecology (icipe), Kenya and Rothamsted Research, United Kingdom",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,9,2016,2018,.,.,.,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,aflatoxin,0,1,0,0,0,0,0,0,0,0,0,groundnut,groundnut for human consumption,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,,.,.,0,0,0,0,0,0,1,1,1,0
Netherlands-1,2,1,2,2,B,Netherlands,Embassy of the Kingdom of the Netherlands in Kenya (EKN),2,,Kenya Market-led Dairy Program (KMDP),"Smallholder value chain development and addressing systemic issues-- within these two objectives ten (10) main activities were developed and implemented--Criteria for a quality-based milk payment system and milk testing facilities have been established at one dairy, whereas the outcome of a pilot testing scheme has contributed to national awareness on the current milk quality and food safety issues.","smallholders; dairy; value chain; milk quality, fodder supply chain, policy engagement",SNV Netherlands Development Organisation,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2013,2016,.,.,.,3,2,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,9,0,1,0,0,0,microbiological ,0,0,0,0,1,0,0,0,0,0,0,milk,milk and dairy products ,smallholder farmers; collection and bulking enterprises (CBEs); Happy Cow; Nundoroto Farm; Meru Central Dairy Farmers co-operative Union Ltd.,1,1,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"DB, AKEFEMA; KDPA; KDF; EDFA; Ministry of Agriculture, Livestock, and Fisheries/Department of Livestock; Uniform Agri; CowSignals; Vetvice; Roodbont; The Friesian; Delta Instruments; NABC; De Haan Agricultural Contracting; Dejirene Ltd; Royal Friesland; CRV Breeding; Dairy Training Centre; Q-Point; DLF BV; Barenburg Nijmegen; Van de Heuvel Dairy and Food Equipment; Paul Mueller; BLGG Agro-Xpertus; SoulCares; Facility for Sustainable Entrepreneurship and Food Security (FDOV)",1,0,1,0,1,1,0,0,5150000,.,6,0,0,0,1,1,1,1,0,1,0
Netherlands-2,0,1,1,2,B,Netherlands,Embassy of the Kingdom of the Netherlands in Kenya (EKN),2,GhanaVeg,GhanaVeg: Food Safety and Plant Health in Ghana ,"Study assessing the current food safety and plant health status of the vegetable sector in Ghana with specific attention to pesticides, microbial hazards and phytosanitary issues, determines bottlenecks and provides recommendations for improvement of the food safety and phytosanitary system of the vegetable sector in Ghana. ",SPS; vegetables; trade; export; quality,"Centre for Development Innovation, Wageningen University",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2013,2017,.,.,.,3,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,2,0,1,0,1,1,"microbiological, pesticides",0,0,0,0,0,0,1,0,0,0,0,vegetables,vegetables,farmers; processors; exporters; retailers; consumers; Voltaveg; AB Farms; iDE; Kukobila; Lubok Farms; Joekopan Ghana Limited; Sunripe; Tacks Farms; Vegpro Ghana; Eden Tree Limited ,1,1,1,1,1,0,0,.,0,0,0,0,0,0,0,0,1,Ghana FDA; GSA; Linkougud; RIPM; EPA; Sygenta; Touton; Greenok,1,0,0,0,0,1,0,0,4699680,.,5,0,0,0,1,1,1,1,1,1,0
Netherlands-3 ,0,1,1,2,B,Netherlands ,Embassy of the Kingdom of the Netherlands in Ghana,2,,Ghana Green Label,"Aimed at promoting safe food production, postharvest handling and distribution using good and environmentally sustainable agricultural practices. Farmers, transporters and traders (wholesale and retail) subscribing to this Scheme must implement such practices. The certification scheme is modelled to certify farms that comply with the requisite production and distribution systems that ensure that safety and environmental sustainability are not compromised until produce reaches the consumer.",private; certification; GAP,"Ministry of Food and Agriculture, Ghana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2014,2017,.,.,.,1,2,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,2,0,1,0,1,0,"microbiological, pesticides",0,0,0,0,0,1,1,0,0,0,0,"fruits, vegetables, herbs","fresh fruits, vegetables, herbs","fruit and vegetable grower groups (VoltaVeg, AB Farms, IDE, Linkogud, RIPM, Syndenta, Touton, Quarcoo Initiatives, Kukobila, Greenok, Joekopan Ghana Limited, Lubok Farms, Srighan Farms, Sunripe, Agri-Impact Consult, Vegpro Ghana, Dizengoff Ghana, Eden Tree Limited, Tikola Ghana Limited); private extension suppliers",1,0,1,1,0,0,0,"GIZ, Netherlands, EU (Traque program)",0,1,0,0,0,0,0,0,0,Ghana Standards Authority (GSA); Christian Aid; Ghana Ministry of Food and Agriculture (MOFA),1,0,0,1,0,0,0,0,.,.,.,0,0,0,0,1,1,1,1,1,0
Norway-1,2,5,2,2,B,Norway,Norwegian Agency for Development Cooperation (Norad),2,,Trade capacity building project in agro-industry products for the establishment and proof of compliance with international market requirements in EAC (MATCB),"Establish a mutually supportive national and regional mechanism to facilitate both inter and intra-regional trade in selected strategic food products such as fruits and vegetables, coffee and tea (especially for Rwanda and Burundi) as well as fish.",SPS; trade; regional; fish; coffee; compliance; standards; HACCP; food safety management system; FSMS; ,UNIDO,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,9,2006,2011,.,.,.,3,4,3,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,3,2,0,0,0,0,1,unspecified,1,0,0,1,1,1,1,0,1,0,0,"coffee, tea, fruits and vegetables, fish; dairy, cereals added ","coffee, tea, fruits and vegetables, fish, dairy, cereals for human consumption",food business enterprises; consumers,0,1,1,0,1,0,0,EAC Secretariat; UNIDO,1,0,0,1,0,0,0,0,0,"EAC member states; EAC Business Council (EABC); national testing laboratories (National Laboratory of Food Chemistry (NLFC), FACAGRO microbiological laboratory)",1,0,0,0,0,0,0,0,4248432.93,.,5,1,1,0,0,0,0,0,0,1,0
Norway-2,2,1,1,2,B,Norway,Norwegian Agency for Development Cooperation (Norad),2,,Trade capacity-building programme framework for Zambia,To assist Zambia to develop and implement a national quality policy (NQP) that can be integrated with a strengthened technical regulation regime with the goal of improving export potential in global markets.,policy; quality; exports; standards; metrology; testing; standardization,UNIDO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,9,2008,2011,.,.,.,3,4,3,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,1,0,"honey, other foods for export","honey, other foods for export",growers; bulk packers; exporters,1,1,1,0,0,0,0,WTO,1,0,0,0,0,0,0,0,0,"Zambian Bureau of Standards (ZABS); Zambia Weights and Measures Agency (ZWMA); Food and Drug Control Laboratory (FDA), Government of Zambia",1,0,0,0,0,0,0,0,3233800.41,.,5,1,1,0,0,0,0,0,0,1,0
Norway-3,2,1,2,2,B,Norway,Norwegian Agency for Development Cooperation (Norad),2,,Trade Capacity Building in Burundi,"Provide (1) support to strengthen the national quality infrastructure (standards, inspection and testing) related to the conformity of Sanitary & Phytosanitary (SPS) standards, and (2) support to targeted value chains (fruit and vegetables, coffee) to improve the production quality and export competitiveness by conforming to international standards, including SPS.",policy; quality; exports; standards; metrology; testing; SPS; inspection,UNIDO,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2012,2015,.,.,.,3,4,2,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,3,2,0,0,0,0,1,unspecified,0,0,0,0,0,1,1,0,1,0,0,"fruits and vegetables, coffee","fruits and vegetables, coffee for human consumption","producers (coffee cooperatives, Burundi women in horticulture consortium)",1,1,0,0,0,0,0,Enhanced Integrated Framework (EIF),1,0,0,0,0,0,0,0,0,Government of Burundi,1,0,0,0,0,0,0,0,3000000,.,5,0,0,1,1,1,1,0,0,1,0
Norway-4,0,4,0,2,B,Norway,Norwegian Agency for Development Cooperation (Norad),2,,Capacity Building for Training and Research in Aquatic and Environmental Health in Eastern and Southern Africa (TRAHESA),"Build competence in higher education and research on fish and environmental health to monitor and protect wild freshwater and marine fish populations, which are essential for food security and food safety in the southern African region.",aquatic; fisheries; research; monitoring,Sokoine University of Agriculture,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,9,9,2013,2018,.,.,.,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,unspecified,0,0,0,1,0,0,0,0,0,0,0,seafood,seafood,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,"Institute of Marine Sciences (IMS, Zanzibar); University of Nairobi (UoN, Kenya); Makerere University (MU, Uganda); University of Zambia (UNZA)  ",0,1,0,0,0,0,0,0,2147940,.,5,0,0,0,1,1,1,1,1,1,0
Norway-5,1,3,0,2,B,Norway,Norwegian Agency for Development Cooperation (Norad),2,,Capacity Building in Zoonotic diseases Management using integrated approach to Ecosystems health (CAPAZOMANINTECO II),Improve the health and wellbeing of people in participating countries by strengthening education and research in zoonotic and food-borne diseases within a One Health perspective using a gender sensitive approach.,One Health; zoonosis; animal health; food borne disease; animal-sourced foods,Makerere University,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,9,9,2013,2018,.,.,.,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,1,0,0,0,"bacteria (Anthrax, Brucella, Salmonella); virus (Ebola, Marburg)",0,0,1,0,0,1,0,0,0,0,0,"meat, milk (animal-source foods)","meat, milk for human consumption",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,University of Zambia (Zambia); University of Bahr-El Ghazal (South Sudan); Norwegian University of Life Sciences,0,1,0,0,0,0,0,0,2064409,.,5,0,0,0,1,1,1,1,1,1,0
